Handle,Title,Image_Position,Filename,FAL_URL,Local_Path,Alt_Text,Prompt,Status
felt-acoustic-wall-tiles,Felt Acoustic Wall Tiles,2,felt-acoustic-wall-tiles-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29e/IZykQ3mDOSbPh6h96QDM6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/felt-acoustic-wall-tiles-gen-2.jpg,Felt Acoustic Wall Tiles - Studio White,"Professional product photography of Felt Acoustic Wall Tiles on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
felt-acoustic-wall-tiles,Felt Acoustic Wall Tiles,3,felt-acoustic-wall-tiles-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29e/pTWpuJ7_lLVJmHTsVCJs7.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/felt-acoustic-wall-tiles-gen-3.jpg,Felt Acoustic Wall Tiles - Office Setting,"Felt Acoustic Wall Tiles in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
felt-acoustic-wall-tiles,Felt Acoustic Wall Tiles,4,felt-acoustic-wall-tiles-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29f/GxlpKZ4jMhMq4nwTE6gas.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/felt-acoustic-wall-tiles-gen-4.jpg,Felt Acoustic Wall Tiles - Detail Close-Up,"Close-up detail shot of Felt Acoustic Wall Tiles, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
planter,Planter,2,planter-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29f/JwuoWx03aMJ3T2BF_kLwt.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/planter-gen-2.jpg,Planter - Studio White,"Professional product photography of Planter on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
planter,Planter,3,planter-gen-3.jpg,https://v3b.fal.media/files/b/0a97b29f/LmKKqaaWDLb3eJLJjOifa.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/planter-gen-3.jpg,Planter - Office Setting,"Planter in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
planter,Planter,4,planter-gen-4.jpg,https://v3b.fal.media/files/b/0a97b29f/ADeoAIS4d9iTjIQDwRiid.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/planter-gen-4.jpg,Planter - Detail Close-Up,"Close-up detail shot of Planter, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
height-adjustable-l-shape-table-1,Height Adjustable L-Shape Table,2,height-adjustable-l-shape-table-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b29f/kcTGhkeVFLB01DSgtQmxD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/height-adjustable-l-shape-table-1-gen-2.jpg,Height Adjustable L-Shape Table - Studio White,"Professional product photography of Height Adjustable L-Shape Table on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
height-adjustable-l-shape-table-1,Height Adjustable L-Shape Table,3,height-adjustable-l-shape-table-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2a0/ab_N3gBWd-vSUfVu6MQS0.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/height-adjustable-l-shape-table-1-gen-3.jpg,Height Adjustable L-Shape Table - Office Setting,"Height Adjustable L-Shape Table in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
height-adjustable-l-shape-table-1,Height Adjustable L-Shape Table,4,height-adjustable-l-shape-table-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2a0/7uLKEVwcib5CnBleTW-uB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/height-adjustable-l-shape-table-1-gen-4.jpg,Height Adjustable L-Shape Table - Detail Close-Up,"Close-up detail shot of Height Adjustable L-Shape Table, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
manual-height-adjustable-table,Manual Height Adjustable Table,2,manual-height-adjustable-table-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2a0/DcANRzWXKohbth6sPJqfx.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/manual-height-adjustable-table-gen-2.jpg,Manual Height Adjustable Table - Studio White,"Professional product photography of Manual Height Adjustable Table on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
manual-height-adjustable-table,Manual Height Adjustable Table,3,manual-height-adjustable-table-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2a0/6WD1fqHw0ELHbUT41svro.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/manual-height-adjustable-table-gen-3.jpg,Manual Height Adjustable Table - Office Setting,"Manual Height Adjustable Table in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
manual-height-adjustable-table,Manual Height Adjustable Table,4,manual-height-adjustable-table-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2a0/e1UT6x8Tl-Q2tpWwg-8z1.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/manual-height-adjustable-table-gen-4.jpg,Manual Height Adjustable Table - Detail Close-Up,"Close-up detail shot of Manual Height Adjustable Table, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
ceiling-grids-sound-acoustic-dampeners-1,Ceiling Grids Sound Acoustic Dampeners,2,ceiling-grids-sound-acoustic-dampeners-1-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2a0/9NhW_Qv395ksi8-raTgGZ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/ceiling-grids-sound-acoustic-dampeners-1-gen-2.jpg,Ceiling Grids Sound Acoustic Dampeners - Studio White,"Professional product photography of Ceiling Grids Sound Acoustic Dampeners on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
ceiling-grids-sound-acoustic-dampeners-1,Ceiling Grids Sound Acoustic Dampeners,3,ceiling-grids-sound-acoustic-dampeners-1-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2a1/wx6Bf3IU3dIng3_J83V0S.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/ceiling-grids-sound-acoustic-dampeners-1-gen-3.jpg,Ceiling Grids Sound Acoustic Dampeners - Office Setting,"Ceiling Grids Sound Acoustic Dampeners in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
ceiling-grids-sound-acoustic-dampeners-1,Ceiling Grids Sound Acoustic Dampeners,4,ceiling-grids-sound-acoustic-dampeners-1-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2a1/wkQWBcW-B8cNFb7tfab35.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/ceiling-grids-sound-acoustic-dampeners-1-gen-4.jpg,Ceiling Grids Sound Acoustic Dampeners - Detail Close-Up,"Close-up detail shot of Ceiling Grids Sound Acoustic Dampeners, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
cabinet-file-file-right-wardrobe-inv-6524cffwr-24,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24,2,cabinet-file-file-right-wardrobe-inv-6524cffwr-24-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2a1/DcWjW9doE_CVhN0mN1f0D.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/cabinet-file-file-right-wardrobe-inv-6524cffwr-24-gen-2.jpg,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24 - Studio White,"Professional product photography of Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24 on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
cabinet-file-file-right-wardrobe-inv-6524cffwr-24,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24,3,cabinet-file-file-right-wardrobe-inv-6524cffwr-24-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2a1/rQHOqB9EVORxM4KU2ElwC.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/cabinet-file-file-right-wardrobe-inv-6524cffwr-24-gen-3.jpg,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24 - Office Setting,"Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24 in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
cabinet-file-file-right-wardrobe-inv-6524cffwr-24,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24,4,cabinet-file-file-right-wardrobe-inv-6524cffwr-24-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2a1/zvDPNXUxU9zjyWcdG0GhA.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/cabinet-file-file-right-wardrobe-inv-6524cffwr-24-gen-4.jpg,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24 - Detail Close-Up,"Close-up detail shot of Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
partitions-66-high,"Partitions 66"" High",2,partitions-66-high-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2a2/ZUvdVSs60L_su19fkAfKM.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/partitions-66-high-gen-2.jpg,"Partitions 66"" High - Studio White","Professional product photography of Partitions 66"" High on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
partitions-66-high,"Partitions 66"" High",3,partitions-66-high-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2a2/w2xZ4-tTuPrCF8boaUhxJ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/partitions-66-high-gen-3.jpg,"Partitions 66"" High - Office Setting","Partitions 66"" High in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
partitions-66-high,"Partitions 66"" High",4,partitions-66-high-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2a2/aYsGvfcpsUtnwVI5sujeD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/partitions-66-high-gen-4.jpg,"Partitions 66"" High - Detail Close-Up","Close-up detail shot of Partitions 66"" High, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
lateral-file-wood-laminate-2-3-4-drawer-options,"Lateral File Wood Laminate (2, 3 & 4 Drawer options)",2,lateral-file-wood-laminate-2-3-4-drawer-options-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2a2/HyzASiSm0khID0nZl99rY.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/lateral-file-wood-laminate-2-3-4-drawer-options-gen-2.jpg,"Lateral File Wood Laminate (2, 3 & 4 Drawer options) - Studio White","Professional product photography of Lateral File Wood Laminate (2, 3 & 4 Drawer options) on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
lateral-file-wood-laminate-2-3-4-drawer-options,"Lateral File Wood Laminate (2, 3 & 4 Drawer options)",3,lateral-file-wood-laminate-2-3-4-drawer-options-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2a2/BtJ3FPxyVnUpbwS2qaoyD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/lateral-file-wood-laminate-2-3-4-drawer-options-gen-3.jpg,"Lateral File Wood Laminate (2, 3 & 4 Drawer options) - Office Setting","Lateral File Wood Laminate (2, 3 & 4 Drawer options) in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
lateral-file-wood-laminate-2-3-4-drawer-options,"Lateral File Wood Laminate (2, 3 & 4 Drawer options)",4,lateral-file-wood-laminate-2-3-4-drawer-options-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2a2/E5HQAj1-gXMlfdRlcAnFE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/lateral-file-wood-laminate-2-3-4-drawer-options-gen-4.jpg,"Lateral File Wood Laminate (2, 3 & 4 Drawer options) - Detail Close-Up","Close-up detail shot of Lateral File Wood Laminate (2, 3 & 4 Drawer options), shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
boat-shaped-conference-table,Boat Shaped Conference Table,2,boat-shaped-conference-table-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2a3/1oByR3LG2SCh4JxBy7RKN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/boat-shaped-conference-table-gen-2.jpg,Boat Shaped Conference Table - Studio White,"Professional product photography of Boat Shaped Conference Table on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
boat-shaped-conference-table,Boat Shaped Conference Table,3,boat-shaped-conference-table-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2a3/IoWyLXkAZljM72BLhTVqc.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/boat-shaped-conference-table-gen-3.jpg,Boat Shaped Conference Table - Office Setting,"Boat Shaped Conference Table in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
boat-shaped-conference-table,Boat Shaped Conference Table,4,boat-shaped-conference-table-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2a3/rCfm7pW3oiKWdBzDMdjay.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/boat-shaped-conference-table-gen-4.jpg,Boat Shaped Conference Table - Detail Close-Up,"Close-up detail shot of Boat Shaped Conference Table, shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
lockers-single-tier-assembled,Lockers Single Tier (Assembled),2,lockers-single-tier-assembled-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2a3/FUSY59KQXY5S9J-hawIGB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/lockers-single-tier-assembled-gen-2.jpg,Lockers Single Tier (Assembled) - Studio White,"Professional product photography of Lockers Single Tier (Assembled) on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
lockers-single-tier-assembled,Lockers Single Tier (Assembled),3,lockers-single-tier-assembled-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2a3/VHj6A4pRM3v8gk0CFWzax.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/lockers-single-tier-assembled-gen-3.jpg,Lockers Single Tier (Assembled) - Office Setting,"Lockers Single Tier (Assembled) in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
lockers-single-tier-assembled,Lockers Single Tier (Assembled),4,lockers-single-tier-assembled-gen-4.jpg,https://v3b.fal.media/files/b/0a97b2a4/8-CAaCcehAKm95M80LjRR.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/lockers-single-tier-assembled-gen-4.jpg,Lockers Single Tier (Assembled) - Detail Close-Up,"Close-up detail shot of Lockers Single Tier (Assembled), shallow depth of field, editorial style, studio lighting, emphasis on material texture and craftsmanship. No people, no text overlays.",GENERATED
lockers-2-tier-assembled,Lockers 2 Tier (Assembled),2,lockers-2-tier-assembled-gen-2.jpg,https://v3b.fal.media/files/b/0a97b2a4/y3000inZvqhz29ve9BniW.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/lockers-2-tier-assembled-gen-2.jpg,Lockers 2 Tier (Assembled) - Studio White,"Professional product photography of Lockers 2 Tier (Assembled) on a clean white studio background, crisp even lighting, slight drop shadow, commercial catalogue style. No people, no text overlays.",GENERATED
lockers-2-tier-assembled,Lockers 2 Tier (Assembled),3,lockers-2-tier-assembled-gen-3.jpg,https://v3b.fal.media/files/b/0a97b2a4/Kj8fl7ardJbW_I2GeUeqC.jpg,/Users/leokatz/Desktop/Office Central/data/generated-clean-images/lockers-2-tier-assembled-gen-3.jpg,Lockers 2 Tier (Assembled) - Office Setting,"Lockers 2 Tier (Assembled) in a bright modern Canadian open-plan office environment, warm natural window light, contemporary neutral decor. No people, no text overlays.",GENERATED
