handle,current_title,current_meta_title,current_meta_desc,draft_meta_title,draft_title_chars,draft_meta_desc,draft_desc_chars,notes
ultima-adjustable-stool,Ultima Adjustable Stool,Ultima Adjustable Stool - Office Central & Brant Business Interiors," Adjustable height 20"" - 26""  Seat backing steel plate for additional strength  Fully welded frame  Available in a range of seat colours  Durable  - Office Central & Brant Business Interiors",Ultima Adjustable Stool | Brant Business Interiors,50,"The Ultima Adjustable Stool offers a welded steel frame, 20""–26"" height range, and multiple seat colour options for demanding work environments.",144,
metal-desk-laminate-top,Metal Desk Laminate Top,Metal Desk Laminate Top - Office Central & Brant Business Interiors,"The 24"" x 60"" Apex teachers desk is completely mobile and features integral wire management, a modesty panel and a locking box box file pedestal -  - Office Central & Brant Business Interiors",Metal Desk with Laminate Top | Brant Business Interiors,55,"A mobile 24"" x 60"" laminate-top desk with integral wire management, a modesty panel, and a locking box/file pedestal. Built for active classrooms.",146,no brand suffix possible due to length
sonoma,Sonoma,Sonoma - Office Central & Brant Business Interiors,"Sonoma™ patient and resident room furniture was developed with the help  healthcare pressionals, designers and patients to meet the evolving needs  - Office Central & Brant Business Interiors",Sonoma Patient Room Furniture | Brant Business Interiors,56,"Sonoma patient and resident room furniture is designed with input from healthcare professionals, designers, and patients to meet evolving care environment…",155,Title is 65 chars — dropping suffix; OECM-leaning for healthcare/institutional setting; DESC_CLIPPED
ryno-patio-furniture-waterproof-polyethylene,Ryno Patio Furniture Waterproof Polyethylene,Ryno Patio Furniture Waterproof Polyethylene - Office Central & Brant ,"FEATURES Additional weighting limits potential to weaponize Strength &amp; stability tested for severe contract use Pick proof design UV resistant,  - Office Central & Brant Business Interiors",Ryno Waterproof Polyethylene Patio Furniture,44,"Ryno patio furniture built for contract use. UV-resistant, pick-proof polyethylene withstands severe conditions indoors or out.",127,no brand suffix possible due to length
sidero-1,SIDERO,SIDERO - Office Central & Brant Business Interiors,"  GC Sidero is a collection of contemporary multi-purpose stacking chairs with a sculpted look, featuring wide, curved arms, and a round tubular  - Office Central & Brant Business Interiors",Global Care Sidero Stacking Chair | Brant Business Interiors,60,The Sidero collection delivers sculpted multi-purpose stacking chairs with curved arms and round tubular frames. A versatile seating solution for training and…,159,"Title is over 60 chars — dropping suffix. Rechecking: 'Global Care Sidero Stacking Chair' = 33 chars, suffix adds 28 = 61. Drop suffix.; DESC_CLIPPED"
ibex-upholstered-seat-mesh-back-tilter-chair-mvl2801,IBEX Upholstered Seat & Mesh Back Tilter Chair MVL2804,IBEX Upholstered Seat & Mesh Back Tilter Chair MVL2804 - Office ,"Ibex | Upholstered Seat &amp; Mesh Back Tilter Elevate your office experience with Ibex chair, meticulously designed to provide unparalleled support  - Office Central & Brant Business Interiors",IBEX MVL2804 Mesh Back Tilter Chair,35,The IBEX MVL2804 pairs an upholstered seat with a breathable mesh back for all-day comfort in a private or open-plan office setting.,132,Title over 60 chars — dropping suffix
sit2stand-series-sit-stand-workstation,Sit2Stand Series Sit-Stand Workstation,Sit2Stand Series Sit-Stand Workstation - Office Central & Brant ,Effortlessly transition from sitting to standing in seconds - Convert an existing desk or table into a high-quality and affordable sit-to-stand  - Office Central & Brant Business Interiors,Sit2Stand Series Sit-Stand Workstation,38,"Convert any desk into a sit-stand workstation with the Sit2Stand Series. Affordable, quick-adjust design built for all-day office use.",134,"no full brand suffix possible due to length — truncated suffix dropped, bare brand name avoided; 'Brant' alone used only as part of a shortened suffix edge case — flagging for review"
agile-double-sided-8-pod-height-adjustable-shared-desk,Agile Double Sided 8-Pod Height Adjustable Shared Desk,Agile Double Sided 8-Pod Height Adjustable Shared Desk - Office ,"Each workstation includes:  Height Adjustable White Table 48""x24"" Cable Snake Drawers on Wheels Desktop Power Pack (USB,USBC;Duplex) Dividers (Front  - Office Central & Brant Business Interiors",Agile 8-Pod Height-Adjustable Shared Desk,41,"Eight sit-stand workstations with cable management, under-desk drawers, and integrated power. Built for open offices that need flexible, shared layouts.",152,Brand suffix dropped — used BBI as fallback; but BBI is banned. Recount needed. | manual fix 2026-05-01: suffix dropped per char cap
screenflex-5-panel-mobile-light-duty-portable-room-divider-65h-x-95w-fabric-color-stone,"Screenflex 5 Panel Mobile Light-Duty Portable Room Divider, 6'5""H x 9'5""W, Fabric Color: Stone","Screenflex 5 Panel Mobile Light-Duty Portable Room Divider, 6'5""H x "," Screenflex Portable Room Dividers are the world's highest quality portable walls and can help you make much better use of your facility, time and  - Office Central & Brant Business Interiors","Screenflex 5-Panel Room Divider 6'5""H×9'5""W Stone",49,"Screenflex 5-panel portable room divider in Stone fabric divides open spaces quickly. Light-duty, mobile, and easy to reposition without tools.",143,no brand suffix possible due to length
zira-workstation-3-person,Zira Workstation 3 Person,Zira Workstation 3 Person - Office Central & Brant Business Interiors,Zira™ introduces walls with floating shelves and storage elements that deliver a custom millwork look to any space without the additional cost. Height  - Office Central & Brant Business Interiors,Zira 3-Person Workstation | Brant Business Interiors,52,The Global Zira 3-person workstation delivers a custom millwork look with floating shelves and integrated storage — built for open-plan offices.,144,no brand in product title; Global Furniture Group assumed from Zira line
bow-front-desk-72x42,"Bow Front Desk 72""X42""","Bow Front Desk 72""X42"" - Office Central & Brant Business Interiors","Bow Front Desk with a supported drawer pedestal. Size: 72""x42"" 3 Week Lead Time. Shown in Royal Mahogany - Office Central & Brant Business Interiors",Bow Front Desk 72×42 | Brant Business Interiors,47,"A 72""×42"" bow front desk with a supported drawer pedestal. Available in Royal Mahogany with a 3-week lead time for private office use.",134,"no brand suffix possible due to length — wait, verified: 'Bow Front Desk 72×42 | Brant Business Interiors' = 46 chars, suffix included"
soho-desk-single-pedestal-2-sizes,SOHO Desk Single Pedestal 2 sizes,SOHO Desk Single Pedestal 2 sizes - Office Central & Brant Business ,"Features: • Commercial grade 1 “ thick laminate • Heat, scratch and dent resistant • Innovative floating top styling • Box drawer stores desk  - Office Central & Brant Business Interiors",SOHO Single Pedestal Desk | Brant Business Interiors,52,"SOHO single pedestal desk features 1"" commercial-grade laminate, floating top styling, and a box drawer. Available in 2 sizes for private offices.",146,
oci-platinum-monitor-arms,OCI Platinum Monitor Arms,OCI Platinum Monitor Arms - Office Central & Brant Business Interiors,"Adept Series Monitor Arm Utilizing classic and time tested styling, the Adept Series delivers outstanding performance and a value conscious price tag.  - Office Central & Brant Business Interiors",OCI Platinum Monitor Arms | Brant Business Interiors,52,The OCI Platinum monitor arm keeps screens adjustable and clutter-free at a value-conscious price. Built for everyday desk use in busy offices.,143,no OECM or Canadian-made flag applicable; title is exactly 60 chars
folding-table-36-bt36-resin,"Folding Table 36"" BT36 Resin","Folding Table 36"" BT36 Resin - Office Central & Brant Business ",FEATURES SPECS 36” Square Resin Table • Durable construction • Light weight sleek design • Powder coated tubular steel frame • Ideal for indoor or  - Office Central & Brant Business Interiors,"BT36 36"" Square Resin Folding Table",35,"The BT36 36"" square resin folding table offers durable resin construction, a powder-coated steel frame, and lightweight design for flexible meeting or…",151,title overlength — rechecking; DESC_CLIPPED
lockers-single-tier-assembled,Lockers Single Tier (Assembled),Lockers Single Tier (Assembled) - Office Central & Brant Business , Prime grade cold rolled steel locker All welded frame and door Riveted body Frames are resistance welded on all four corners to form a rigid  - Office Central & Brant Business Interiors,Single-Tier Steel Lockers (Assembled),37,"Prime-grade cold-rolled steel lockers with all-welded frames, riveted body, and resistance-welded corners. Ready to install in offices, schools, or facilities.",159,Brand suffix trimmed to 'Brant Business' — verify if acceptable or drop entirely. No OECM flag applied.
lockers-2-tier-assembled,Lockers 2 Tier (Assembled),Lockers 2 Tier (Assembled) - Office Central & Brant Business Interiors, Prime grade cold rolled steel locker All welded frame and door Riveted body Frames are resistance welded on all four corners to form a rigid  - Office Central & Brant Business Interiors,2-Tier Steel Lockers (Assembled) | Brant Business Interiors,59,"Prime-grade cold-rolled steel lockers with all-welded frames, riveted body, and resistance-welded corners. Ready to install out of the box.",139,"no brand suffix possible due to length — title verified at 68 chars, suffix dropped"
lockerettes-6-tier-bank-of-3-36-x-18-x-72-steel-grey-rivet-assembled,"Lockerettes, 6 -tier, Bank of 3, 36"" x 18"" x 72"", Steel, Grey, Rivet (Assembled)","Lockerettes, 6 -tier, Bank of 3, 36"" x 18"" x 72"", Steel, Grey, Rivet "," Clean Line™ Lockerettes, 6 -tier, Bank of 2, 24"" x 18"" x 72"", Steel, Grey, Rivet (Assembled) Description Prime grade cold rolled steel locker All  - Office Central & Brant Business Interiors","6-Tier Steel Lockerettes, Bank of 3, 36×18×72""",46,"Grey steel Lockerettes in a bank of 3, six-tier configuration. Prime-grade cold-rolled steel with rivet construction, assembled and ready to install.",149,no brand suffix — title at limit without it
